Nodes 1005
Edges 16064
0	1
2	3
2	4
5	6
5	7
8	9
10	11
12	13
12	14
15	16
17	18
12	19
20	21
20	22
23	24
23	25
23	26
23	27
23	28
23	29
23	30
23	31
23	32
23	33
23	34
23	35
23	36
23	37
23	38
23	39
23	40
41	42
43	44
45	46
47	48
49	50
41	51
52	53
54	55
54	56
54	57
54	58
54	59
60	61
62	63
64	65
4	62
66	67
68	69
70	71
21	72
73	74
75	76
48	75
77	78
77	79
80	81
68	80
19	62
82	83
21	22
82	84
41	85
41	86
41	87
82	86
88	89
90	91
20	92
41	93
41	94
41	95
89	96
97	98
97	99
97	100
97	101
97	102
103	104
82	105
90	106
62	107
108	109
66	108
108	110
108	111
108	112
113	114
115	116
117	118
76	119
17	120
82	121
122	123
124	125
13	126
127	128
127	129
127	130
131	132
26	40
29	40
18	133
55	56
56	59
6	134
62	115
135	136
137	138
139	140
141	142
51	143
133	143
144	145
146	147
148	149
103	150
49	84
28	151
152	153
154	155
156	157
15	139
158	159
3	4
160	161
84	162
50	84
71	84
72	163
139	164
165	166
167	168
115	169
169	170
40	171
103	123
123	172
61	123
24	96
21	173
174	175
176	177
176	178
122	179
130	180
181	182
129	183
179	181
52	185
70	186
106	187
137	175
137	174
188	189
108	190
157	191
192	193
192	194
192	195
2	192
41	196
41	197
41	198
41	199
41	200
41	167
41	201
41	202
41	203
41	204
41	205
41	206
41	207
209	210
41	128
54	211
115	212
106	189
137	208
56	58
25	30
30	36
30	41
155	213
180	214
155	215
15	216
71	217
50	71
49	71
1	74
74	218
74	219
74	215
74	220
74	221
74	222
74	223
18	74
74	224
74	225
74	226
74	227
17	74
74	228
64	229
21	230
20	230
231	232
209	233
233	234
233	235
233	236
159	233
233	237
210	233
233	238
233	239
233	240
233	241
233	242
233	243
233	244
115	245
246	247
74	248
13	238
62	106
106	249
13	27
13	209
103	250
40	251
175	252
169	251
75	253
40	75
137	254
212	249
249	255
249	256
183	257
17	218
183	198
183	258
72	259
259	260
75	261
115	170
264	265
264	266
264	267
106	268
45	269
129	270
271	272
81	256
46	139
15	46
46	273
46	272
46	274
46	164
46	216
275	276
114	155
62	158
129	278
107	279
155	208
231	280
282	283
155	284
28	160
23	160
285	286
211	285
69	287
162	288
71	162
280	289
270	280
196	280
168	280
167	280
280	290
203	280
14	280
280	291
280	284
129	280
130	280
280	292
19	293
226	254
129	294
295	296
115	165
80	287
74	297
298	299
137	281
62	147
147	249
62	300
248	301
302	303
303	304
233	252
166	252
121	252
145	252
115	252
115	136
22	92
212	252
252	288
58	252
252	305
48	252
12	293
62	306
2	281
209	236
236	238
235	236
236	243
236	244
15	175
17	307
17	308
1	17
17	177
17	309
17	215
17	248
17	220
17	310
17	85
17	311
17	221
17	312
17	222
17	313
17	223
0	17
17	224
17	314
17	225
17	315
17	226
17	73
17	316
17	317
17	228
245	318
35	62
236	319
167	201
133	167
18	167
320	321
62	254
45	322
177	220
215	295
102	323
102	300
147	212
42	147
105	147
11	324
21	325
10	21
21	306
21	326
21	327
328	329
5	215
18	62
73	330
73	248
73	331
73	297
141	332
69	306
114	333
334	335
336	337
116	336
165	336
115	336
136	336
336	338
169	336
251	336
135	336
336	339
134	340
57	58
74	341
309	341
215	341
311	341
222	341
316	341
191	342
191	277
149	191
191	262
191	343
191	344
191	345
191	346
191	214
191	347
191	348
191	349
191	350
191	284
191	351
191	231
191	278
130	191
178	191
122	191
179	191
191	352
191	207
353	354
185	353
13	90
233	288
142	355
356	357
47	339
194	195
63	137
43	358
359	360
86	128
5	64
160	187
114	361
103	232
160	190
69	212
114	129
243	271
184	190
44	362
44	293
62	310
105	252
88	303
62	153
283	363
161	363
280	363
256	363
211	363
363	364
106	363
236	363
363	365
249	363
114	263
114	318
87	145
28	39
153	366
28	165
114	165
165	169
165	367
187	329
220	223
52	368
252	304
96	252
89	252
88	252
252	302
252	369
116	169
293	362
184	298
40	370
136	170
353	371
86	205
372	373
113	160
180	343
55	58
160	263
44	374
58	208
62	340
14	290
80	375
376	377
94	201
58	162
295	378
295	379
103	295
295	380
295	381
295	382
295	376
181	295
295	383
295	384
283	295
157	295
295	385
295	386
295	387
295	388
295	389
295	390
61	295
295	391
295	392
295	393
295	394
250	295
295	395
295	396
295	397
295	398
295	377
295	368
104	295
295	321
60	295
150	295
295	320
35	40
30	37
133	307
133	399
133	400
133	401
133	232
133	291
133	284
133	206
133	402
52	133
133	179
133	403
21	68
166	404
106	405
47	113
43	406
43	407
103	378
103	377
103	321
157	395
4	63
4	286
183	282
61	213
213	320
61	380
2	195
114	256
114	365
2	305
174	286
183	303
164	216
63	305
329	410
256	355
355	365
132	411
114	340
4	412
2	412
3	63
57	137
172	413
61	377
63	174
414	415
258	329
19	267
327	416
173	327
48	50
263	417
50	87
62	418
184	418
299	418
9	19
214	345
214	351
290	419
29	420
9	421
87	422
87	154
186	254
105	249
417	423
16	424
13	301
25	38
26	38
38	40
425	426
115	427
86	189
172	231
428	429
184	299
249	430
212	282
121	282
83	282
282	424
71	431
71	432
71	433
71	83
13	36
215	434
132	285
157	179
115	338
147	435
15	424
45	424
115	337
115	436
115	123
115	437
115	438
115	251
115	439
115	135
115	339
413	440
275	440
178	440
104	394
360	441
20	86
417	442
23	115
417	443
417	444
145	212
35	438
23	434
129	139
139	445
